Year,LocationAbbr,LocationDesc,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Topic,Data_Value_Unit,Data_Value,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,TopicId,BreakOutCategoryId,BreakOutId
2008,CO,Colorado,None,None,None,None,Major Cardiovascular Disease,Percent (%),17.3,17,17.6,Gender,Female,T1,BOC02,GEN02
2008,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.9,17.4,24.4,Race,Other,T1,BOC04,RAC07
2007,RI,Rhode Island,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.6,17.8,23.4,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,VT,Vermont,None,None,None,None,Major Cardiovascular Disease,Percent (%),29.7,28.8,30.6,Gender,Male,T1,BOC02,GEN01
2005,NM,New Mexico,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,23.2,23.9,Overall,Overall,T1,BOC01,OVR01
2005,WI,Wisconsin,None,None,None,None,Major Cardiovascular Disease,Percent (%),26,25.7,26.2,Age,75+,T1,BOC03,AGE08
2007,MT,Montana,None,None,None,None,Major Cardiovascular Disease,Percent (%),18.9,18.4,19.5,Gender,Female,T1,BOC02,GEN02
2006,AK,Alaska,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.8,24,25.6,Overall,Overall,T1,BOC01,OVR01
2006,IN,Indiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),29.1,28.8,29.4,Gender,Male,T1,BOC02,GEN01
2008,FL,Florida,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.5,27.4,27.7,Gender,Male,T1,BOC02,GEN01
2004,OR,Oregon,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.5,21.7,31.3,Race,Hispanic,T1,BOC04,RAC04
2008,LA,Louisiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.9,21.7,26.2,Race,Other,T1,BOC04,RAC07
2005,DE,Delaware,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.7,20.5,34.9,Race,Hispanic,T1,BOC04,RAC04
2006,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.1,24.9,25.3,Age,75+,T1,BOC03,AGE08
2004,KY,Kentucky,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.6,27.4,27.8,Overall,Overall,T1,BOC01,OVR01
2008,NJ,New Jersey,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.2,26,26.3,Age,75+,T1,BOC03,AGE08
2007,HI,Hawaii,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.3,24.5,26,Age,75+,T1,BOC03,AGE08
2006,NM,New Mexico,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,21.4,23.9,Race,Hispanic,T1,BOC04,RAC04
2005,US,United States,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.7,25.7,25.8,Age,65+,T1,BOC03,AGE06
2007,CT,Connecticut,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.8,23.5,24,Overall,Overall,T1,BOC01,OVR01
2005,MI,Michigan,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.4,27.3,27.6,Age,75+,T1,BOC03,AGE08
2005,SC,South Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),29.8,29.4,30.1,Gender,Male,T1,BOC02,GEN01
2004,ME,Maine,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.5,25.9,27.1,Age,65+,T1,BOC03,AGE06
2006,KY,Kentucky,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,23.4,25.1,Race,Non-Hispanic Black,T1,BOC04,RAC02
2004,UT,Utah,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.6,19.1,24.1,Race,Other,T1,BOC04,RAC07
2006,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,22.9,26.1,Race,Other,T1,BOC04,RAC07
2007,PA,Pennsylvania,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,24.4,24.6,Overall,Overall,T1,BOC01,OVR01
2005,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.1,21,27.2,Race,Hispanic,T1,BOC04,RAC04
2004,MD,Maryland,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.2,27,27.5,Race,Non-Hispanic White,T1,BOC04,RAC01
2007,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.7,22.7,24.7,Race,Other,T1,BOC04,RAC07
2006,DE,Delaware,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,22.1,23.3,Gender,Female,T1,BOC02,GEN02
2008,ME,Maine,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,23.8,25.1,Age,65+,T1,BOC03,AGE06
2008,CA,California,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.1,22.7,23.5,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,ND,North Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),29.3,28.6,30.1,Gender,Male,T1,BOC02,GEN01
2006,MA,Massachusetts,None,None,None,None,Major Cardiovascular Disease,Percent (%),22,21.8,22.2,Gender,Female,T1,BOC02,GEN02
2007,TN,Tennessee,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.7,24.6,24.9,Overall,Overall,T1,BOC01,OVR01
2004,CA,California,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.8,25.4,26.2,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,WY,Wyoming,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.5,21.9,23.1,Race,Non-Hispanic White,T1,BOC04,RAC01
2007,ME,Maine,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.8,28.3,29.4,Gender,Male,T1,BOC02,GEN01
2005,ND,North Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.4,19.9,25,Race,Other,T1,BOC04,RAC07
2007,CA,California,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.6,25.4,25.8,Gender,Male,T1,BOC02,GEN01
2005,MT,Montana,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.1,13.4,38.8,Race,Hispanic,T1,BOC04,RAC04
2008,KS,Kansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.6,23.3,24,Age,75+,T1,BOC03,AGE08
2005,SD,South Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),24,23.4,24.6,Age,75+,T1,BOC03,AGE08
2004,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.5,26.2,26.7,Age,65+,T1,BOC03,AGE06
2004,AZ,Arizona,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.5,26.8,30.2,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,CA,California,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.5,26.3,26.7,Gender,Male,T1,BOC02,GEN01
2005,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.6,25.4,25.9,Age,65+,T1,BOC03,AGE06
2006,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.4,19.8,20.9,Gender,Female,T1,BOC02,GEN02
2004,NY,New York,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.6,25.5,25.7,Overall,Overall,T1,BOC01,OVR01
2007,MN,Minnesota,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.9,20.6,21.2,Gender,Female,T1,BOC02,GEN02
2008,IA,Iowa,None,None,None,None,Major Cardiovascular Disease,Percent (%),24,23.6,24.4,Age,65+,T1,BOC03,AGE06
2008,DE,Delaware,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.8,24.3,25.2,Overall,Overall,T1,BOC01,OVR01
2007,NE,Nebraska,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.7,23.2,24.3,Age,65+,T1,BOC03,AGE06
2007,MT,Montana,None,None,None,None,Major Cardiovascular Disease,Percent (%),13.8,1.2,26.3,Race,Hispanic,T1,BOC04,RAC04
2008,CO,Colorado,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.5,20.2,20.8,Age,75+,T1,BOC03,AGE08
2006,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,24,24.5,Overall,Overall,T1,BOC01,OVR01
2007,MA,Massachusetts,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.8,20.8,22.9,Race,Other,T1,BOC04,RAC07
2006,WY,Wyoming,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.5,21.9,23.1,Overall,Overall,T1,BOC01,OVR01
2004,NC,North Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.5,26.3,26.7,Age,75+,T1,BOC03,AGE08
2008,MN,Minnesota,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.6,21.3,22,Age,65+,T1,BOC03,AGE06
2007,OH,Ohio,None,None,None,None,Major Cardiovascular Disease,Percent (%),25,24.9,25.2,Race,Non-Hispanic White,T1,BOC04,RAC01
2007,DE,Delaware,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.7,18.1,25.3,Race,Other,T1,BOC04,RAC07
2004,OH,Ohio,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.2,28,28.3,Race,Non-Hispanic White,T1,BOC04,RAC01
2005,GA,Georgia,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.8,23.9,31.7,Race,Hispanic,T1,BOC04,RAC04
2006,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.1,24.2,30,Race,Hispanic,T1,BOC04,RAC04
2008,MA,Massachusetts,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.8,21.9,23.6,Race,Non-Hispanic Black,T1,BOC04,RAC02
2007,IL,Illinois,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.9,23.1,24.8,Race,Other,T1,BOC04,RAC07
2008,GA,Georgia,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.7,24.6,24.9,Race,Non-Hispanic White,T1,BOC04,RAC01
2004,WV,West Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.6,28.2,28.9,Age,75+,T1,BOC03,AGE08
2007,UT,Utah,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.2,20.6,21.8,Age,65+,T1,BOC03,AGE06
2008,NH,New Hampshire,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.3,23.6,25,Age,65+,T1,BOC03,AGE06
2004,CA,California,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.1,27.9,28.2,Gender,Male,T1,BOC02,GEN01
2008,AR,Arkansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.2,24.9,25.4,Race,Non-Hispanic White,T1,BOC04,RAC01
2007,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.4,12.4,32.4,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,OK,Oklahoma,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.1,23.8,24.3,Race,Non-Hispanic White,T1,BOC04,RAC01
2007,NC,North Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.1,21.9,22.3,Gender,Female,T1,BOC02,GEN02
2006,NY,New York,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,24.4,24.7,Age,75+,T1,BOC03,AGE08
2007,MS,Mississippi,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.1,24.7,25.4,Age,65+,T1,BOC03,AGE06
2007,DC,"Washington, DC",None,None,None,None,Major Cardiovascular Disease,Percent (%),25.4,24.7,26.1,Race,Non-Hispanic Black,T1,BOC04,RAC02
2004,AZ,Arizona,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.9,27.4,30.4,Race,Hispanic,T1,BOC04,RAC04
2006,OH,Ohio,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.2,26,26.4,Age,65+,T1,BOC03,AGE06
2008,AK,Alaska,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.2,19.7,30.7,Race,Non-Hispanic Black,T1,BOC04,RAC02
2005,MD,Maryland,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.9,25.6,26.2,Age,65+,T1,BOC03,AGE06
2004,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,24.1,24.9,Race,Non-Hispanic White,T1,BOC04,RAC01
2004,TX,Texas,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.3,24.1,24.4,Gender,Female,T1,BOC02,GEN02
2007,MS,Mississippi,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.6,20.8,26.4,Race,Other,T1,BOC04,RAC07
2004,CO,Colorado,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.3,20.6,23.9,Race,Hispanic,T1,BOC04,RAC04
2006,IL,Illinois,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.2,22.1,22.4,Gender,Female,T1,BOC02,GEN02
2007,AL,Alabama,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,24.3,24.7,Race,Non-Hispanic White,T1,BOC04,RAC01
2005,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,23,24,Age,75+,T1,BOC03,AGE08
2006,RI,Rhode Island,None,None,None,None,Major Cardiovascular Disease,Percent (%),24,23.5,24.5,Overall,Overall,T1,BOC01,OVR01
2004,AK,Alaska,None,None,None,None,Major Cardiovascular Disease,Percent (%),27,25.9,28,Race,Non-Hispanic White,T1,BOC04,RAC01
2007,NC,North Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,22.4,24.7,Race,Other,T1,BOC04,RAC07
2005,HI,Hawaii,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.1,25.2,27,Age,65+,T1,BOC03,AGE06
2007,TX,Texas,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.2,28,28.4,Gender,Male,T1,BOC02,GEN01
2007,AZ,Arizona,None,None,None,None,Major Cardiovascular Disease,Percent (%),18.3,17.4,19.3,Race,Other,T1,BOC04,RAC07
2008,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.3,22.8,23.8,Race,Non-Hispanic White,T1,BOC04,RAC01
2008,LA,Louisiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.5,25.3,25.8,Race,Non-Hispanic White,T1,BOC04,RAC01
2004,MD,Maryland,None,None,None,None,Major Cardiovascular Disease,Percent (%),27,26.8,27.3,Age,75+,T1,BOC03,AGE08
2007,RI,Rhode Island,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.8,23.3,24.3,Race,Non-Hispanic White,T1,BOC04,RAC01
2007,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,22.2,23.1,Age,75+,T1,BOC03,AGE08
2006,SC,South Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.3,23,23.6,Gender,Female,T1,BOC02,GEN02
2005,NE,Nebraska,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.2,20.2,26.2,Race,Other,T1,BOC04,RAC07
2005,OH,Ohio,None,None,None,None,Major Cardiovascular Disease,Percent (%),24,23.9,24.2,Gender,Female,T1,BOC02,GEN02
2004,SD,South Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.7,23.9,25.5,Age,65+,T1,BOC03,AGE06
2005,CA,California,None,None,None,None,Major Cardiovascular Disease,Percent (%),24,23.9,24.1,Overall,Overall,T1,BOC01,OVR01
2007,US,United States,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,23.3,23.6,Race,Other,T1,BOC04,RAC07
2004,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.1,21.5,22.7,Gender,Female,T1,BOC02,GEN02
2008,AR,Arkansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.7,22.9,28.4,Race,Other,T1,BOC04,RAC07
2006,TX,Texas,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.9,24.5,25.3,Race,Hispanic,T1,BOC04,RAC04
2007,WY,Wyoming,None,None,None,None,Major Cardiovascular Disease,Percent (%),25,16.3,33.7,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,OK,Oklahoma,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.9,23.7,24.2,Age,75+,T1,BOC03,AGE08
2005,IL,Illinois,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,22.5,22.8,Gender,Female,T1,BOC02,GEN02
2006,TX,Texas,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.5,25.4,25.6,Overall,Overall,T1,BOC01,OVR01
2005,KS,Kansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),25,21.5,28.4,Race,Hispanic,T1,BOC04,RAC04
2005,SD,South Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.4,26.6,28.2,Gender,Male,T1,BOC02,GEN01
2007,HI,Hawaii,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.9,24.2,25.6,Race,Other,T1,BOC04,RAC07
2005,WI,Wisconsin,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.3,24.6,28,Race,Other,T1,BOC04,RAC07
2005,MT,Montana,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.6,23.2,24.1,Overall,Overall,T1,BOC01,OVR01
2005,NM,New Mexico,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.6,23.1,24.1,Age,75+,T1,BOC03,AGE08
2005,OR,Oregon,None,None,None,None,Major Cardiovascular Disease,Percent (%),30.3,29.8,30.7,Gender,Male,T1,BOC02,GEN01
2004,IL,Illinois,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.9,25,26.8,Race,Other,T1,BOC04,RAC07
2004,PA,Pennsylvania,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,24.3,24.6,Gender,Female,T1,BOC02,GEN02
2007,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.2,24,26.4,Race,Other,T1,BOC04,RAC07
2006,SD,South Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),18.9,17.1,20.6,Race,Other,T1,BOC04,RAC07
2006,PA,Pennsylvania,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.8,28.6,29,Gender,Male,T1,BOC02,GEN01
2007,ME,Maine,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.9,22.4,23.4,Gender,Female,T1,BOC02,GEN02
2007,CO,Colorado,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.4,21.7,25,Race,Non-Hispanic Black,T1,BOC04,RAC02
2007,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.3,24.1,24.6,Race,Non-Hispanic White,T1,BOC04,RAC01
2005,US,United States,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.7,24.5,24.9,Race,Hispanic,T1,BOC04,RAC04
2004,RI,Rhode Island,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.6,22.7,28.4,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),23,22.5,23.6,Age,65+,T1,BOC03,AGE06
2008,IL,Illinois,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.5,22.3,22.7,Age,65+,T1,BOC03,AGE06
2008,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.2,18.7,19.6,Gender,Female,T1,BOC02,GEN02
2004,MA,Massachusetts,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.7,26.9,30.6,Race,Hispanic,T1,BOC04,RAC04
2007,CT,Connecticut,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.3,24,24.6,Age,75+,T1,BOC03,AGE08
2006,IL,Illinois,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.7,24.4,25,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,MA,Massachusetts,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.6,20.9,24.4,Race,Hispanic,T1,BOC04,RAC04
2006,AK,Alaska,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.1,24,26.2,Age,75+,T1,BOC03,AGE08
2005,DC,"Washington, DC",None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,22.8,24.3,Gender,Female,T1,BOC02,GEN02
2004,US,United States,None,None,None,None,Major Cardiovascular Disease,Percent (%),30.2,30.1,30.2,Gender,Male,T1,BOC02,GEN01
2004,KY,Kentucky,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.3,27,27.5,Age,75+,T1,BOC03,AGE08
2007,IA,Iowa,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.3,21.1,25.4,Race,Non-Hispanic Black,T1,BOC04,RAC02
2008,CO,Colorado,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.7,19.4,19.9,Race,Non-Hispanic White,T1,BOC04,RAC01
2005,PA,Pennsylvania,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.6,24.6,28.5,Race,Hispanic,T1,BOC04,RAC04
2005,WV,West Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.4,25.1,25.8,Gender,Female,T1,BOC02,GEN02
2005,GA,Georgia,None,None,None,None,Major Cardiovascular Disease,Percent (%),30.9,30.6,31.2,Gender,Male,T1,BOC02,GEN01
2007,UT,Utah,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.4,22,22.8,Overall,Overall,T1,BOC01,OVR01
2005,LA,Louisiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.3,25.1,29.5,Race,Other,T1,BOC04,RAC07
2005,TN,Tennessee,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.9,19.8,32,Race,Hispanic,T1,BOC04,RAC04
2008,AZ,Arizona,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.2,20.9,21.5,Gender,Female,T1,BOC02,GEN02
2006,WI,Wisconsin,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,22.5,22.9,Gender,Female,T1,BOC02,GEN02
2006,KS,Kansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.5,19.4,25.5,Race,Hispanic,T1,BOC04,RAC04
2007,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.8,20.2,21.4,Gender,Female,T1,BOC02,GEN02
2004,MA,Massachusetts,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.3,25.1,25.4,Overall,Overall,T1,BOC01,OVR01
2004,AZ,Arizona,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,23.2,23.8,Gender,Female,T1,BOC02,GEN02
2006,MN,Minnesota,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.4,24.2,24.7,Age,75+,T1,BOC03,AGE08
2006,ND,North Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.7,25.2,26.2,Race,Non-Hispanic White,T1,BOC04,RAC01
2008,ME,Maine,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.6,12.1,27.2,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,TN,Tennessee,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.9,24.7,25.1,Race,Non-Hispanic White,T1,BOC04,RAC01
2007,NC,North Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.1,23.8,24.3,Age,65+,T1,BOC03,AGE06
2004,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.9,23.3,30.5,Race,Hispanic,T1,BOC04,RAC04
2005,UT,Utah,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.1,21.3,32.9,Race,Non-Hispanic Black,T1,BOC04,RAC02
2008,AZ,Arizona,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,24,24.5,Overall,Overall,T1,BOC01,OVR01
2007,DC,"Washington, DC",None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,23.5,25.5,Age,65+,T1,BOC03,AGE06
2004,CO,Colorado,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.4,25.9,26.8,Gender,Male,T1,BOC02,GEN01
2007,MI,Michigan,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.4,22.1,26.8,Race,Hispanic,T1,BOC04,RAC04
2006,AR,Arkansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.9,27.1,28.6,Race,Non-Hispanic Black,T1,BOC04,RAC02
2004,GA,Georgia,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.5,28.2,28.8,Age,65+,T1,BOC03,AGE06
2005,IA,Iowa,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.1,25.6,26.5,Age,65+,T1,BOC03,AGE06
2006,VT,Vermont,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.8,10.9,36.7,Race,Non-Hispanic Black,T1,BOC04,RAC02
2007,LA,Louisiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),27,26.5,27.5,Race,Non-Hispanic Black,T1,BOC04,RAC02
2006,DC,"Washington, DC",None,None,None,None,Major Cardiovascular Disease,Percent (%),19.7,18.6,20.9,Race,Non-Hispanic White,T1,BOC04,RAC01
2004,NM,New Mexico,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.1,24.6,25.5,Race,Non-Hispanic White,T1,BOC04,RAC01
